Brand,Model,Year of Fabrication,Kilometres,Location,PriceEuro,PriceLei
Dacia,Logan,2011,116 105 km,"Mosnita Noua, Judet Timis","2 700","2 700"
Mercedes-Benz,GLA,2022,24 453 km,"Șoseaua București-Ploiești 42D, Bucharest, Romania - 015011 Bucuresti, Judet Bucuresti (Romania)","49 000","49 000"
Mercedes-Benz,GLC,2017,89 000 km,"Bucuresti, Sectorul 6","27 900","27 900"
BMW,X6,2023,4 500 km,"Calea Bucureștilor 30 - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","105 898","105 898"
BMW,X6,2021,76 000 km,"Bucuresti, Sectorul 4","69 000","69 000"
Dacia,Dokker,2020,60 854 km,"Pitesti, Judet Arges","12 950","12 950"
Honda,Civic,2016,98 000 km,"Bucuresti, Sectorul 6","9 990","9 990"
Mercedes-Benz,GLC,2022,21 094 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","68 900","68 900"
Audi,A5,2009,180 000 km,"Targu-Mures, Judet Mures","7 700","7 700"
BMW,X1,2010,131 000 km,"STRADA ATOMISTILOR NR.50, MAGURELE, ILFOV - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","10 450","10 450"
Dacia,Duster,2015,305 000 km,"Focsani, Judet Vrancea","7 400","7 400"
Volkswagen,Passat,2009,292 000 km,"Arad, Judet Arad","3 990","3 990"
Nissan,Qashqai,2017,179 000 km,"Bucuresti, Sectorul 5","12 500","12 500"
Mercedes-Benz,GLC,2016,252 000 km,"Strada - 607355 Bacau, Judet Bacau (Romania)","25 900","25 900"
Skoda,Octavia,2020,76 462 km,"Bd Pipera 1/x - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","23 950","23 950"
Mercedes-Benz,E,2002,240 000 km,"Bucuresti, Sectorul 5","3 200","3 200"
Land Rover,Range Rover Sport,2010,239 954 km,"str FABRICII NR.10 - 525400 Targu Secuiesc, Judet Covasna (Romania)","10 500","10 500"
Volkswagen,Golf,2017,194 067 km,"Calea Fagarasului 13 - 500053 Brasov, Judet Brasov (Romania)","11 900","11 900"
Mercedes-Benz,A,2023,1 km,"Calea Turzii nr.172, reprezentanta MERCEDES-BENZ - 400459 Cluj-Napoca, Judet Cluj (Romania)","59 488","59 488"
Ford,Kuga,2020,39 614 km,"Strada Progresului 134-138, București, România - 050696 Bucuresti, Judet Bucuresti (Romania)","25 489","25 489"
Renault,Megane,2017,242 500 km,"Voluntari, Judet Bucuresti - Ilfov","10 000","10 000"
Seat,Ibiza,2013,142 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","6 750","6 750"
Skoda,RAPID,2014,193 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","8 750","8 750"
Mitsubishi,Colt,2010,110 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","5 850","5 850"
Opel,Meriva,2007,150 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","4 550","4 550"
Porsche,Panamera,2014,185 000 km,"Cluj-Napoca, Judet Cluj","27 490","27 490"
Mercedes-Benz,ML,2015,243 000 km,"Galati, Galati - 800364 Galati, Judet Galati (Romania)","18 800","18 800"
Jeep,Compass,2020,94 642 km,"Bucuresti, Sectorul 3","27 800","27 800"
Volkswagen,Golf,2009,178 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","7 750","7 750"
Mercedes-Benz,E,2023,,"Miresei Nr. 5 - 300642 Timisoara, Judet Timis (Romania)","77 802","77 802"
Renault,Scenic,2014,153 000 km,"Corunca, Judet Mures","6 190","6 190"
Hyundai,Bayon,2023,1 km,"Str. Narciselor, Nr. 28 - 210138 Targu Jiu, Judet Gorj (Romania)","15 856","15 856"
Volkswagen,Golf,2010,177 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","6 950","6 950"
Skoda,Fabia,2018,197 000 km,"Șoseaua Alexandriei 56, Bragadiru, România - 080643 Bragadiru, Judet Bucuresti - Ilfov (Romania)","6 999","6 999"
Audi,A5,2015,194 000 km,"Șoseaua Alexandriei 56, Bragadiru, România - 080643 Bragadiru, Judet Bucuresti - Ilfov (Romania)","15 850","15 850"
Mercedes-Benz,S,2015,90 400 km,"Șoseaua Alexandriei 56, Bragadiru, România - 080643 Bragadiru, Judet Bucuresti - Ilfov (Romania)","46 000","46 000"
Toyota,RAV4,2002,305 596 km,"Ineu, Judet Arad","3 500","3 500"
Mercedes-Benz,B,2009,227 000 km,"Str Sever Bocu Nr2 - 300280 Timisoara, Judet Timis (Romania)","3 990","3 990"
Mercedes-Benz,C,2009,257 000 km,"Str Sever Bocu Nr2 - 300280 Timisoara, Judet Timis (Romania)","6 390","6 390"
BMW,Seria 3,2020,163 000 km,"PITESTI - 117141 Pitesti, Judet Arges (Romania)","26 950","26 950"
Volkswagen,Passat,2016,217 000 km,"Voluntari, Judet Bucuresti - Ilfov","11 100","11 100"
Dacia,Logan,2017,132 500 km,"Pitesti, Judet Arges","7 650","7 650"
Honda,ZR-V,2023,3 km,"Bucuresti - 212329 Bucuresti, Judet Bucuresti (Romania)","43 686","43 686"
Mercedes-Benz,GLE,2021,26 000 km,"Bucuresti, Judet Bucuresti","67 100","67 100"
Mercedes-Benz,ML,2010,286 000 km,"Constantin Langa nr 200 Miroslava - 707305 Miroslava, Judet Iasi (Romania)","9 800","9 800"
Volkswagen,Passat,2009,290 450 km,"Galati, Judet Galati","5 000","5 000"
Alfa Romeo,159,2007,270 000 km,"Str. Paul Constantinescu Nr 48 - 300342 Timisoara, Judet Timis (Romania)","3 000","3 000"
Land Rover,Range Rover,2012,82 030 km,"Racordarii, NR 12-18 - 012686 Bucuresti, Judet Bucuresti (Romania)","59 899","59 899"
Opel,Insignia,2019,78 800 km,"SECTOR 1 , Aeroport Otopeni - 070000 Bucuresti, Judet Bucuresti (Romania)","17 999","17 999"
Renault,Clio,2013,120 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","6 990","6 990"
Skoda,Kodiaq,2020,144 000 km,"BULEVARDUL DEM RADULESCU NR.29 - 240425 Ramnicu Valcea, Judet Valcea (Romania)","22 212","22 212"
Ford,Mondeo,2017,243 650 km,"Argeșelu, Comuna Mărăcineni, România - 117450 Maracineni, Judet Arges (Romania)","12 640","12 640"
Renault,Talisman,2015,104 229 km,"Strada Albota 2 (DN 65) - 117030 Pitesti, Judet Arges (Romania)","17 490","17 490"
Hyundai,i20,2013,133 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","5 990","5 990"
Audi,A3,2023,12 km,"Str. Brailei nr 269 - 800628 Galati, Judet Galati (Romania)","32 400","32 400"
Peugeot,3008,2022,25 831 km,"Str. Calea Bucuresti, Nr. 37 - 240300 Ramnicu Valcea, Judet Valcea (Romania)","27 998","27 998"
Audi,Q5,2017,218 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","16 999","16 999"
Porsche,Cayenne,2023,1 km,"Piata Montreal 10, intrarea E, Parter, - 121229 Bucuresti, Judet Bucuresti (Romania)","158 508","158 508"
BMW,X5 M,2020,117 000 km,"Str. Principala Nr. 1a - 417570 Tarcea, Judet Bihor (Romania)","89 250","89 250"
Smart,Forfour,2021,6 293 km,"Șoseaua București Nord 18, Voluntari, Romania - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","18 950","18 950"
Audi,A4,2018,147 450 km,"Argeșelu, Comuna Mărăcineni, România - 117450 Maracineni, Judet Arges (Romania)","20 979","20 979"
Mercedes-Benz,GLE Coupe,2021,25 428 km,"Spl. Unirii - 166A - 40042 Bucuresti, Judet Bucuresti (Romania)","104 720","104 720"
Citroën,C1,2010,130 000 km,"Calea Doctor Alexandru Safran, nr 40 - 123456 Bacau, Judet Bacau (Romania)","5 850","5 850"
Volkswagen,Passat,2019,197 000 km,"Bulevardul Decebal - 410219 Oradea, Judet Bihor (Romania)","14 990","14 990"
Volkswagen,Transporter,2020,2 200 km,"Calea Bucurestilor Nr. 95-97 - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","33 989","33 989"
Mercedes-Benz,A,2019,90 432 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","22 900","22 900"
Mercedes-Benz,CLS,2013,262 000 km,"Brasov, Judet Brasov","16 990","16 990"
Peugeot,3008,2017,200 000 km,"bld.Muncii Nr.136 - 235600 Scornicesti, Judet Olt (Romania)","18 921","18 921"
BMW,Seria 3,2013,221 000 km,"Str.Constructorilor,intrare Lipovei-Dumbravita - 300245 Timisoara, Judet Timis (Romania)","10 499","10 499"
Mercedes-Benz,CLA,2022,17 990 km,"sat Rudeni, nr. 103 - 077046 Chitila, Judet Bucuresti - Ilfov (Romania)","44 899","44 899"
Mercedes-Benz,EQA,2023,,"NICOLAE BALCESCU TIRIAC AUTO - 607160 Nicolae Balcescu, Judet Bacau (Romania)","52 232","52 232"
Audi,A6,2021,45 000 km,"Sibiu, Str. Dimitrie Cantemir nr. 24 A - 550311 Sibiu, Judet Sibiu (Romania)","39 989","39 989"
BMW,X7,2023,7 km,"Str. Principala, Nr. 800H - 322367 Cristesti, Judet Mures (Romania)","118 762","118 762"
Ford,Focus,2016,115 188 km,"Bulevardul Grivitei A100 - 500198 Brasov, Judet Brasov (Romania)","14 498","14 498"
BMW,X5,2011,199 780 km,"Constanta, Judet Constanta","15 500","15 500"
Volvo,XC 60,2023,15 000 km,"Braila, Judet Braila","45 900","45 900"
Citroën,C4,2022,50 000 km,"Suceava, Sectorul 3","12 500","12 500"
Renault,Megane,2017,218 000 km,"Str. Unirii, Nr. 11 - 430271 Baia Mare, Judet Maramures (Romania)","9 990","9 990"
Volkswagen,Transporter,2015,296 000 km,"Aninoasa - 130169 Aninoasa, Judet Dambovita (Romania)","13 290","13 290"
Mercedes-Benz,S,2014,225 000 km,"Bd. Tomis, Nr. 358 - 900046 Constanta, Judet Constanta (Romania)","32 900","32 900"
Volkswagen,Transporter,2016,176 500 km,"NURVIL AUDI, Strada Strandului Nr 52A - 240501 Ramnicu Valcea, Judet Valcea (Romania)","23 500","23 500"
Volkswagen,Passat,2019,161 093 km,"Calea Campulung, Nr.166 - 130072 Targoviste, Judet Dambovita (Romania)","18 980","18 980"
Peugeot,508,2015,187 000 km,"Aleea Sinaia L150(LANGA RESTAURANT SOLARINO) - 13004 Aninoasa, Judet Dambovita (Romania)","11 990","11 990"
Renault,Fluence,2010,277 000 km,"Arad, Judet Arad","3 990","3 990"
Volkswagen,T-ROC,2020,45 000 km,"Bucuresti, Sectorul 5","23 300","23 300"
Ford,Focus,2013,126 434 km,"str. vale nr.36 - 547525 Sancraiu de Mures, Judet Mures (Romania)","5 990","5 990"
Kia,Sportage,2018,121 450 km,"Braila, Judet Braila","20 500","20 500"
Skoda,Octavia,2015,128 000 km,"Iasi, Judet Iasi","11 500","11 500"
Kia,Sorento,2016,118 000 km,"Bucuresti, Sectorul 2","19 800","19 800"
Skoda,Fabia,2011,210 000 km,"STR CALARASILOR,NR.344 - 810440 Braila, Judet Braila (Romania)","3 700","3 700"
Jaguar,XF,2015,61 484 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","18 000","18 000"
Skoda,Superb,2017,244 000 km,"Sub Coasta Centura Apahida de la Omv spre Dej/Gher - 400186 Cluj-Napoca, Judet Cluj (Romania)","13 500","13 500"
Ford,Fiesta,2009,282 625 km,"str. vale nr.36 - 547525 Sancraiu de Mures, Judet Mures (Romania)","3 490","3 490"
Mercedes-Benz,G,1991,65 000 km,"Bucuresti, Sectorul 1","18 500","18 500"
Hyundai,ix35,2014,166 000 km,"Dej, Judet Cluj","11 990","11 990"
Ford,Galaxy,2009,265 987 km,"Str. Paul Constantinescu Nr 48 - 300342 Timisoara, Judet Timis (Romania)","3 700","3 700"
BMW,Seria 7,2023,6 888 km,"str.Turnu Magurele 270D, Cavar Center,Parter - 041713 Bucuresti, Judet Bucuresti (Romania)","125 899","125 899"
Citroën,SpaceTourer,2019,169 828 km,"Calea Fagarasului 13 - 500053 Brasov, Judet Brasov (Romania)","26 900","26 900"
Mercedes-Benz,E,2017,224 000 km,"Targu-Mures, Judet Mures","19 500","19 500"
